Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Beam Solar Incident Angle Cosine Value [](TimeStep),ZN001:WALL001:WIN001:Surface Window Total Glazing Layers Absorbed Solar Radiation Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window Heat Gain Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window Heat Loss Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window Shading Device Absorbed Solar Radiation Rate [W](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Transmittance [](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Reflectance [](TimeStep),ZN001:WALL001:WIN001:Surface Window System Solar Absorptance [](TimeStep),ZN001:WALL001:WIN001:Surface Shading Device Is On Time Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Window Blind Slat Angle [deg](TimeStep),WEST ZONE:Zone Mean Radiant Temperature [C](TimeStep),EAST ZONE:Zone Mean Radiant Temperature [C](TimeStep),NORTH ZONE:Zone Mean Radiant Temperature [C](TimeStep),WEST ZONE:Zone Mean Air Temperature [C](TimeStep),EAST ZONE:Zone Mean Air Temperature [C](TimeStep),NORTH ZONE:Zone Mean Air Temperature [C](TimeStep),WEST ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),WEST ZONE:Zone Air System Sensible Cooling Rate [W](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),WEST ZONE:Zone Air Humidity Ratio [](TimeStep),EAST ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),EAST ZONE:Zone Air System Sensible Cooling Rate [W](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Humidity Ratio [](TimeStep),NORTH ZONE:Zone Air System Sensible Heating Rate [W](TimeStep),NORTH ZONE:Zone Air System Sensible Cooling Rate [W](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Humidity Ratio [](TimeStep),WEST ZONE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),EAST ZONE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),NORTH ZONE:Zone Thermal Comfort Fanger Model PMV [](TimeStep) 
 01/21  01:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1138.5295950264204,0.0,0.0,0.0,0.0,0.0,0.0,5.746266734817539,5.880306882527384,5.490304767538261,14.999999999999917,14.999999999999688,14.99999999999964,3630.3528309321447,0.0,14.999999999999917,0.013344152763468299,3706.22962532343,0.0,14.999999999999688,0.013344152763468299,5377.4520078388909,0.0,14.99999999999964,0.013344152763468299,-1.8781755289854903,-1.8678506339933039,-1.8978532279200398 
 01/21  02:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1137.9787243708659,0.0,0.0,0.0,0.0,0.0,0.0,5.726726250803529,5.860025637544942,5.470835462341627,14.99999999999967,14.999999999999325,14.999999999999636,3639.52258232008,0.0,14.99999999999967,0.013344152763468299,3716.071788976914,0.0,14.999999999999325,0.013344152763468299,5390.560361066411,0.0,14.999999999999636,0.013344152763468299,-1.8796795377538647,-1.8694137679269023,-1.8993479053777225 
 01/21  02:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1137.4381320365879,0.0,0.0,0.0,0.0,0.0,0.0,5.707549100888863,5.840134191850919,5.451746982186152,14.99999999999964,14.999999999999597,14.999999999999634,3648.508262688278,0.0,14.99999999999964,0.013344152763468299,3725.70958504186,0.0,14.999999999999597,0.013344152763468299,5403.388847015516,0.0,14.999999999999634,0.013344152763468299,-1.8811552938662129,-1.8709465385729543,-1.900813062192352 
 01/21  02:20:00,-17.3,0.0,0.0,0.0,0.0,0.0,1136.9075463901027,0.0,0.0,0.0,0.0,0.0,0.0,5.688725978706884,5.820622501952135,5.433029121427154,14.99999999999964,14.999999999999945,14.99999999999963,3657.3150338918969,0.0,14.99999999999964,0.013344152763468299,3735.148702640943,0.0,14.999999999999945,0.013344152763468299,5415.945624434625,0.0,14.99999999999963,0.013344152763468299,-1.882603529481562,-1.8724497488462746,-1.902249498365048 
 01/21  02:30:00,-17.3,0.0,0.0,0.0,0.0,0.0,1136.3867035331769,0.0,0.0,0.0,0.0,0.0,0.0,5.670247798105331,5.801480737332467,5.414671921949967,14.99999999999963,14.999999999999674,14.99999999999963,3665.9479288464428,0.0,14.99999999999963,0.013344152763468299,3744.3947106935149,0.0,14.999999999999674,0.013344152763468299,5428.23865212245,0.0,14.99999999999963,0.013344152763468299,-1.8840249589792107,-1.8739241731257375,-1.9036579939882668 
 01/21  02:40:00,-17.3,0.0,0.0,0.0,0.0,0.0,1135.8753478347254,0.0,0.0,0.0,0.0,0.0,0.0,5.652105735604368,5.782699334585467,5.396665719784352,14.999999999999634,14.999999999999315,14.999999999999633,3674.41182562825,0.0,14.999999999999634,0.013344152763468299,3753.4530220487188,0.0,14.999999999999315,0.013344152763468299,5440.275645558177,0.0,14.999999999999633,0.013344152763468299,-1.88542027573446,-1.8753705643118377,-1.9050393057168354 
 01/21  02:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1135.373232209069,0.0,0.0,0.0,0.0,0.0,0.0,5.634291247297694,5.764269020497225,5.3790011634136649,14.99999999999963,14.999999999999913,14.999999999999629,3682.711437991503,0.0,14.99999999999963,0.013344152763468299,3762.328878906591,0.0,14.999999999999913,0.013344152763468299,5452.064060714902,0.0,14.999999999999629,0.013344152763468299,-1.886790150861046,-1.8767896520964554,-1.9063941654111203 
 01/21  03:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1134.880118168482,0.0,0.0,0.0,0.0,0.0,0.0,5.6167960730146408,5.746180819530103,5.361669217954055,14.999999999999633,14.99999999999935,14.999999999999949,3690.8513134702418,0.0,14.999999999999633,0.013344152763468299,3771.0273481970054,0.0,14.99999999999935,0.013344152763468299,5463.611090452792,0.0,14.999999999999949,0.013344152763468299,-1.8881352329336286,-1.8781821424337835,-1.9077232798640494 
 01/21  03:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1134.3957757153208,0.0,0.0,0.0,0.0,0.0,0.0,5.599612233781519,5.728426053036679,5.344661161912782,14.99999999999963,14.999999999999595,14.999999999999672,3698.8358352809616,0.0,14.99999999999963,0.013344152763468299,3779.553322011966,0.0,14.999999999999595,0.013344152763468299,5474.923667224249,0.0,14.999999999999672,0.013344152763468299,-1.8894561482226813,-1.879548717647049,-1.9090273310946325 
 01/21  03:20:00,-17.3,0.0,0.0,0.0,0.0,0.0,1133.9199831352765,0.0,0.0,0.0,0.0,0.0,0.0,5.5827320256702299,5.710996333979816,5.327968579981625,14.999999999999629,14.999999999999627,14.999999999999636,3706.6692262070107,0.0,14.999999999999629,0.013344152763468299,3787.9115207004999,0.0,14.999999999999627,0.013344152763468299,5486.008469066663,0.0,14.999999999999636,0.013344152763468299,-1.8907535012062638,-1.8808900368774462,-1.91175277764662 
 01/21  03:30:00,-17.3,0.0,0.0,0.0,0.0,0.0,1133.4525267357249,0.0,0.0,0.0,0.0,0.0,0.0,5.566148011705057,5.693883559209098,5.311583353742364,14.999999999999954,14.999999999999954,14.999999999999626,3714.355553520877,0.0,14.999999999999954,0.013344152763468299,3796.106497411537,0.0,14.999999999999954,0.013344152763468299,5496.871927295475,0.0,14.999999999999626,0.013344152763468299,-1.8920278752287958,-1.8822067367210045,-1.9130233024661537 
 01/21  03:40:00,-17.3,0.0,0.0,0.0,0.0,0.0,1132.993200554755,0.0,0.0,0.0,0.0,0.0,0.0,5.549853012770317,5.67707990045142,5.295497651338117,14.99999999999967,14.999999999999675,14.999999999999949,3721.8987344271538,0.0,14.99999999999967,0.013344152763468299,3804.1426433755316,0.0,14.999999999999675,0.013344152763468299,5507.52023505012,0.0,14.999999999999949,0.013344152763468299,-1.8932798332339656,-1.883499431960308,-1.9142703977190403 
 01/21  03:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1132.5418060582452,0.0,0.0,0.0,0.0,0.0,0.0,5.533840098065322,5.660577794684681,5.2797039167164458,14.999999999999636,14.999999999999308,14.99999999999967,3729.302541733773,0.0,14.999999999999636,0.013344152763468299,3812.024193558977,0.0,14.999999999999308,0.013344152763468299,5517.959356188825,0.0,14.99999999999967,0.013344152763468299,-1.8945099185315076,-1.8847687163429697,-1.9154946603920982 
 01/21  04:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1132.0981518342724,0.0,0.0,0.0,0.0,0.0,0.0,5.518102575432173,5.64436993429031,5.26419485879649,14.999999999999629,14.999999999999586,14.999999999999638,3736.57060957025,0.0,14.999999999999629,0.013344152763468299,3819.7552324463724,0.0,14.999999999999586,0.013344152763468299,5528.195034262016,0.0,14.999999999999638,0.013344152763468299,-1.8957186555704704,-1.8860151633734968,-1.9166966663589056 
 01/21  04:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1131.662053290933,0.0,0.0,0.0,0.0,0.0,0.0,5.50263398175268,5.628449257220406,5.248963440766894,14.999999999999952,14.999999999999947,14.999999999999633,3743.706439060473,0.0,14.999999999999952,0.013344152763468299,3827.339699826589,0.0,14.999999999999947,0.013344152763468299,5538.232801383339,0.0,14.999999999999633,0.013344152763468299,-1.8969065507065073,-1.887239327102955,-1.9178769712418867 
 01/21  04:20:00,-17.3,0.0,0.0,0.0,0.0,0.0,1131.2333323619342,0.0,0.0,0.0,0.0,0.0,0.0,5.487428073532948,5.61280893732155,5.234002869634391,14.999999999999672,14.999999999999672,14.999999999999624,3750.7134038759197,0.0,14.999999999999672,0.013344152763468299,3834.781396497745,0.0,14.999999999999672,0.013344152763468299,5548.077986918774,0.0,14.999999999999624,0.013344152763468299,-1.8980740929520226,-1.888441742904297,-1.9190361112532646 
 01/21  04:30:00,-17.3,0.0,0.0,0.0,0.0,0.0,1130.811817220223,0.0,0.0,0.0,0.0,0.0,0.0,5.472478817749735,5.597442374900478,5.219306586092267,14.999999999999633,14.99999999999963,14.99999999999963,3757.5947556391977,0.0,14.999999999999633,0.013344152763468299,3842.0839898380174,0.0,14.99999999999963,0.013344152763468299,5557.735725920167,0.0,14.99999999999963,0.013344152763468299,-1.8992217547053275,-1.8896229282272102,-1.920174604009011 
 01/21  04:40:00,-17.3,0.0,0.0,0.0,0.0,0.0,1130.3973420032554,0.0,0.0,0.0,0.0,0.0,0.0,5.457780382999165,5.582343187581437,5.204868254746026,14.999999999999629,14.999999999999626,14.999999999999626,3764.3536291457214,0.0,14.999999999999629,0.013344152763468299,3849.251019213677,0.0,14.999999999999626,0.013344152763468299,5567.2109672814,0.0,14.999999999999626,0.013344152763468299,-1.9003499924542398,-1.8907833833282555,-1.921292949313489 
 01/21  04:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1129.9897465486588,0.0,0.0,0.0,0.0,0.0,0.0,5.443327130972817,5.567505201482856,5.190681754714573,14.999999999999952,14.999999999999947,14.999999999999949,3770.993047401752,0.0,14.999999999999952,0.013344152763468299,3856.2859012118449,0.0,14.999999999999947,0.013344152763468299,5576.508481595389,0.0,14.999999999999949,0.013344152763468299,-1.9014592474535852,-1.8919235919758353,-1.9223916299130704 
 01/21  05:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1129.5888761409354,0.0,0.0,0.0,0.0,0.0,0.0,5.429113608272744,5.552922442727463,5.1767411706131158,14.99999999999967,14.999999999999666,14.999999999999663,3777.515926461955,0.0,14.99999999999967,0.013344152763468299,3863.1919346812994,0.0,14.999999999999666,0.013344152763468299,5585.632868706623,0.0,14.999999999999663,0.013344152763468299,-1.9025499463751577,-1.893044022126974,-1.9234711122187916 
 01/21  05:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1129.1945812696868,0.0,0.0,0.0,0.0,0.0,0.0,5.415134538567625,5.538589129290385,5.163040783916324,14.999999999999629,14.999999999999629,14.999999999999629,3783.925080073737,0.0,14.999999999999629,0.013344152763468299,3869.972305585264,0.0,14.999999999999629,0.013344152763468299,5594.588564961496,0.0,14.999999999999629,0.013344152763468299,-1.9036225019302227,-1.894145126577186,-1.9245318469982534 
 01/21  05:20:00,-17.3,0.0,0.0,0.0,0.0,0.0,1128.8067173994578,0.0,0.0,0.0,0.0,0.0,0.0,5.401384815087795,5.524499663184278,5.149575064695947,14.999999999999952,14.999999999999947,14.999999999999954,3790.223224118643,0.0,14.999999999999952,0.013344152763468299,3876.6300916552916,0.0,14.999999999999947,0.013344152763468299,5603.379850147912,0.0,14.999999999999954,0.013344152763468299,-1.9046773134644497,-1.8952273435828285,-1.9255742700363692 
 01/21  05:30:00,-17.3,0.0,0.0,0.0,0.0,0.0,1128.4251447489456,0.0,0.0,0.0,0.0,0.0,0.0,5.387859493454913,5.510648622975929,5.136338663723191,14.99999999999967,14.999999999999665,14.999999999999663,3796.412980866403,0.0,14.99999999999967,0.013344152763468299,3883.1682668611076,0.0,14.999999999999665,0.013344152763468299,5612.010854148322,0.0,14.999999999999663,0.013344152763468299,-1.9057147675263313,-1.8962910974567773,-1.926598802767471 
 01/21  05:40:00,-17.3,0.0,0.0,0.0,0.0,0.0,1128.0497280823325,0.0,0.0,0.0,0.0,0.0,0.0,5.374553784834342,5.497030756626865,5.123326404925035,14.999999999999629,14.999999999999629,14.999999999999629,3802.496883037802,0.0,14.999999999999629,0.013344152763468299,3889.5897056907826,0.0,14.999999999999629,0.013344152763468299,5620.485563300281,0.0,14.999999999999629,0.013344152763468299,-1.906735238410108,-1.8973367991381736,-1.9276058528784879 
 01/21  05:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1127.6803365095139,0.0,0.0,0.0,0.0,0.0,0.0,5.361463049403999,5.483640974648625,5.110533278182412,14.999999999999952,14.999999999999952,14.999999999999952,3808.477377680129,0.0,14.999999999999952,0.013344152763468299,3895.8971872449549,0.0,14.999999999999952,0.013344152763468299,5628.80782647201,0.0,14.999999999999952,0.013344152763468299,-1.907739088672364,-1.8983648467362234,-1.928595814883964 
 01/21  06:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1127.3168432965613,0.0,0.0,0.0,0.0,0.0,0.0,5.348582790125477,5.470474343561818,5.097954432456873,14.999999999999666,14.999999999999666,14.999999999999665,3814.3568298710708,0.0,14.999999999999666,0.013344152763468299,3902.0933991598487,0.0,14.999999999999666,0.013344152763468299,5636.981360876402,0.0,14.999999999999665,0.013344152763468299,-1.908726669625467,-1.8993756260503485,-1.9295690706752909 
 01/21  06:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1126.79917786728,0.0,0.0,0.0,0.0,0.0,0.0,5.337217665434492,5.469822381418358,5.09153557347219,14.999999999999629,14.999999999999638,14.999999999999629,3797.118875505594,0.0,14.999999999999629,0.013344152763468299,3749.2056072138077,0.0,14.999999999999638,0.013344152763468299,5532.767421354436,0.0,14.999999999999629,0.013344152763468299,-1.911035502734589,-1.899425672567025,-1.9300656657335683 
 01/21  06:20:00,-17.3,0.0,0.0,0.0,0.0,0.0,1126.4307702020138,0.0,0.0,0.0,0.0,0.0,0.0,5.325300549488985,5.46258113480636,5.081954592475664,14.99999999999995,14.999999999999636,14.999999999999954,3802.435979078186,0.0,14.99999999999995,0.013344152763468299,3751.415376967195,0.0,14.999999999999636,0.013344152763468299,5538.155986344582,0.0,14.999999999999954,0.013344152763468299,-1.9119596733825646,-1.8999815097074638,-1.9308068385127096 
 01/21  06:30:00,-17.3,0.0,0.0,0.0,0.0,0.0,1126.0831247139666,0.0,0.0,0.0,0.0,0.0,0.0,5.313431986019056,5.45422026889595,5.0719528665583069,14.999999999999666,14.999999999999634,14.999999999999672,3807.799044234491,0.0,14.999999999999666,0.013344152763468299,3754.8757773426229,0.0,14.999999999999634,0.013344152763468299,5544.314409684523,0.0,14.999999999999672,0.013344152763468299,-1.9128799684049392,-1.9006232382866034,-1.9315804831116553 
 01/21  06:40:00,-17.3,0.0,0.0,0.0,0.0,0.0,1125.74845109724,0.0,0.0,0.0,0.0,0.0,0.0,5.30168911842992,5.445392288452747,5.061837744237934,14.999999999999627,14.999999999999636,14.999999999999638,3813.1141800400348,0.0,14.999999999999627,0.013344152763468299,3758.6902174153126,0.0,14.999999999999636,0.013344152763468299,5550.633438588598,0.0,14.999999999999638,0.013344152763468299,-1.9137904084870039,-1.9013007610848718,-1.9323628195914536 
 01/21  06:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1125.420327135219,0.0,0.0,0.0,0.0,0.0,0.0,5.290096370381506,5.4363445229656019,5.0517228527352648,14.999999999999954,14.999999999999638,14.999999999999629,3818.362526923114,0.0,14.999999999999954,0.013344152763468299,3762.6652576677399,0.0,14.999999999999638,0.013344152763468299,5556.987224199278,0.0,14.999999999999629,0.013344152763468299,-1.9146891038334327,-1.9019950892975426,-1.9331450583214603 
 01/21  07:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1125.097233905883,0.0,0.0,0.0,0.0,0.0,0.0,5.278663252672493,5.427199610540459,5.041662714083871,14.999999999999666,14.999999999999636,14.99999999999995,3823.537669489971,0.0,14.999999999999666,0.013344152763468299,3766.7185303982607,0.0,14.999999999999636,0.013344152763468299,5563.323970541144,0.0,14.99999999999995,0.013344152763468299,-1.9155753213634166,-1.90269680833525,-1.9339229834755286 
 01/21  07:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1124.1390348059004,0.0,0.0,0.0,0.0,0.0,0.0,5.272593494042563,5.482356529793687,5.0620041642711339,19.957899553123239,19.98238978923956,19.97348525700372,6526.676218341571,0.0,19.957899553123239,0.014134922945912749,5819.711724363818,0.0,19.98238978923956,0.014088972336219788,9090.269931117466,0.0,19.97348525700372,0.014101649952771358,-1.9160457662411393,-1.898463457224722,-1.9323499487709147 
 01/21  07:20:00,-17.3,0.0,0.0,0.0,0.0,0.0,1216.95235371965,0.0,0.0,0.0,0.0,0.0,0.0,5.624253150744973,5.837179172371419,5.398820696962875,20.000000000001518,20.00000000000061,20.000000000000598,5226.137796197932,0.0,20.000000000001518,0.014812346283578438,4517.694701591776,0.0,20.00000000000061,0.014751290511080144,7079.002140667188,0.0,20.000000000000598,0.01476297343305063,-1.3371456248857812,-1.3191930136819892,-1.3538621858680873 
 01/21  07:30:00,-17.3,0.0,0.0,0.0,0.0,0.0,1225.82206226833,0.0,0.0,1.0,0.0,0.0,0.0,5.760523200423197,6.005682902499904,5.551458070467362,20.0000000000008,20.00000000000054,19.99999999999968,6460.798341551432,0.0,20.0000000000008,0.015107864514245218,5746.043295700589,0.0,20.00000000000054,0.015072999877369913,8939.367743055303,0.0,19.99999999999968,0.015072137588773884,-1.3040224712661544,-1.2865493055997269,-1.3215833286686765 
 01/21  07:40:00,-17.3,0.0,0.0,0.0,0.0,0.0,1229.0901208183296,0.0,0.0,1.0,0.0,0.0,0.0,5.861868469630852,6.132246499240416,5.665259010816094,20.000000000001056,20.000000000000499,19.999999999999937,6100.345382568621,0.0,20.000000000001056,0.015155868728270579,5358.732658135945,0.0,20.000000000000499,0.015153244004227218,8383.716184270434,0.0,19.999999999999937,0.01513989155304571,-1.2882800220988542,-1.2681209840079293,-1.30452564146745 
 01/21  07:50:00,-17.3,0.0,0.0,0.0,0.0,0.0,1232.0641934990688,0.0,0.0,1.0,0.0,0.0,0.0,5.945670088882023,6.237679667924315,5.760002067288766,19.99999999999978,20.000000000000094,19.999999999999568,6042.977010230586,0.0,19.99999999999978,0.015131353549059236,5287.5281934195759,0.0,20.000000000000094,0.015146419386632158,8293.048352132848,0.0,19.999999999999568,0.015126320292419862,-1.2804758362562426,-1.2577517354763964,-1.2953584238574585 
 01/21  08:00:00,-17.3,0.0,0.0,0.0,0.0,0.0,1234.275719962045,0.0,0.0,1.0,0.0,0.0,0.0,6.018964067158054,6.329818254553912,5.8429246042570599,20.00000000000083,19.99999999999963,19.999999999999916,5995.610234570491,0.0,20.00000000000083,0.015115632387517014,5227.150404935464,0.0,19.99999999999963,0.015134915060590265,8216.976564055363,0.0,19.999999999999916,0.015112833157527152,-1.2754120579362896,-1.250726929457295,-1.2892649503363803 
 01/21  08:10:00,-17.3,0.0,0.0,0.0,0.0,0.0,1213.6426069369655,0.0,0.0,1.0,0.0,0.0,0.0,6.214473581976281,6.472635075867236,6.001619903098877,20.00000000000012,19.999999999999944,19.999999999999987,3754.612928962258,0.0,20.00000000000012,0.01519285547989933,4029.3539028920624,0.0,19.999999999999944,0.015202514939510066,5925.161329192126,0.0,19.999999999999987,0.015175415257472788,-1.2605646524140622,-1.239849761975821,-1.2772567681612833 
